,time,accX,accY,accZ,gyrX,gyrY,gyrZ
2717,1688,4412,13812,5376,748,-1670,137
2718,1691,4472,13744,5176,737,-1438,15
2719,1694,4732,13920,5072,647,-1033,-95
2720,1698,5172,13912,5104,581,-497,-213
2721,1701,4712,13964,5520,541,-263,-344
2722,1704,4540,14076,5544,488,-146,-457
2723,1708,4408,14040,5628,472,-104,-534
2724,1711,4392,13944,5636,490,-4,-638
2725,1734,2324,16940,8612,3197,-3049,-1214
2726,1738,668,14704,6500,2656,-3338,-700
2727,1741,1336,15388,5924,3785,-4374,-938
2728,1745,2160,16088,8272,3085,-4677,-308
2729,1748,3072,15616,7244,3410,-4725,-314
2730,1751,2928,15192,5336,2843,-4815,4
2731,1755,4324,17632,6936,3630,-4992,-301
2732,1758,660,12832,4180,2534,-5258,610
2733,1761,3176,15368,6120,3158,-5750,471
2734,1765,2280,15372,5020,3360,-6042,411
2735,1768,3084,19944,9932,3446,-6143,835
2736,1772,948,12520,1648,3102,-6220,867
2737,1775,2236,14960,5500,3086,-6106,1061
2738,1779,2992,12520,2604,3248,-6395,848
2739,1788,4108,14080,4976,3265,-6048,918
2740,1791,6116,17212,6736,3315,-5874,549
2741,1795,5268,16840,6880,3319,-5601,575
2742,1798,5116,14664,4364,3326,-5239,389
2743,1801,5308,14764,4252,2864,-5041,404
2744,1805,4396,13236,3120,2612,-4245,280
2745,1808,7536,16684,7028,2734,-3800,133
2746,1811,6036,13560,3512,2450,-3444,-46
2747,1816,4348,12664,2504,2342,-3095,-177
2748,1819,4360,12160,2500,2025,-2804,-134
2749,1822,4844,14588,5980,2047,-2808,-183
2750,1826,3020,10500,1424,1723,-2832,-272
2751,1829,4352,12648,4216,1727,-2671,-289
2752,1832,5340,13080,3676,1813,-2524,-449
2753,1841,5652,16044,6932,1893,-2497,-722
2754,1845,3868,13488,4396,1659,-2524,-660
2755,1848,3580,12644,4164,2007,-2689,-842
2756,1851,3320,13056,4252,1696,-2927,-631
2757,1855,3692,14112,5404,1700,-2849,-631
2758,1859,5240,14104,5872,1774,-2655,-745
2759,1863,3964,13332,4716,1704,-2685,-692
2760,1866,4248,13980,5712,1367,-2847,-411
2761,1869,4392,11996,2900,1171,-2638,-515
2762,1873,3604,11688,2832,1184,-2536,-530
2763,1876,4456,12168,3468,1256,-2058,-614
2764,1879,3088,12848,4284,1035,-2088,-455
2765,1883,4992,13056,4472,1386,-1917,-789
2766,1904,6660,14652,5644,975,-487,-1065
2767,1907,4828,15352,6748,835,-545,-917
2768,1910,2420,10560,1472,816,-441,-1170
2769,1914,5064,13232,5008,798,-530,-1018
2770,1917,3572,12280,3372,825,-306,-1126
2771,1920,7464,15944,7220,1064,-41,-1258
2772,1924,2692,12572,3292,576,-165,-990
2773,1927,4664,14604,5400,893,1,-1342
2774,1930,4244,13960,5068,779,-218,-1169
2775,1933,4044,13264,3968,802,-101,-1153
2776,1937,3644,12928,3500,915,-295,-1239
2777,1940,3540,13616,4240,1058,-533,-1209
2778,1944,3324,14344,4836,1129,-932,-1137
2779,1948,3120,14312,4508,1227,-1198,-1217
2780,1957,3712,13000,2808,796,-788,-1254
2781,1960,4428,13472,4412,680,-822,-1097
2782,1963,5056,13508,3984,866,-377,-1354
2783,1967,4776,14452,4956,604,-273,-1150
2784,1970,4060,14188,3872,460,151,-1231
2785,1973,3616,14120,3880,542,183,-1297
2786,1977,3632,13388,3304,670,143,-1401
2787,1980,2316,14236,4436,491,-177,-1012
2788,1983,3488,14000,4288,736,-214,-1183
2789,1988,4748,14924,5152,910,-222,-1052
2790,1991,2244,15520,5668,447,-578,-488
2791,1994,1852,13456,2956,266,-677,-371
2792,1998,3084,14156,3380,709,-673,-694
2793,2001,404,12252,2116,445,-1052,-258
2794,2010,3112,15084,4816,712,-1646,-178
2795,2013,2896,13200,2776,661,-1589,-247
2796,2017,4232,13472,3540,722,-1539,-197
2797,2020,4560,14248,3732,708,-1402,-269
2798,2023,4164,14320,3740,619,-1267,-285
2799,2028,4540,13304,2652,614,-1012,-440
